id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
402344,Dogma,1999-11-12,664,1628,63,1561,60,121,211,408,831,1805,2619,1663,556,234
417560,Aliens vs. Predator : Requiem,2007-12-25,359,509,98,902,1124,1448,1642,1449,1234,903,485,160,53,38
8465170,New York Melody,2014-06-27,659,2470,152,1580,25,76,141,359,884,2044,2882,1620,381,130
418009,Le Règne du feu,2002-07-12,539,885,67,1058,128,289,591,1204,2005,2325,1439,447,80,38
31271158,Une affaire de famille,2018-12-12,764,5562,119,3223,8,8,21,52,174,673,2384,3614,1349,271
387975,Love et autres drogues,2010-12-29,552,1135,150,990,134,265,483,967,1765,2378,1750,603,149,63
442095,Wrong,2012-09-05,686,3642,180,2074,44,56,137,228,631,1508,3067,2038,681,188
404616,Le Bal des vampires,1967-11-13,718,2720,83,2670,22,36,112,226,545,1256,2784,2385,839,376
459466,Mensonges d'État,2008-10-05,621,1543,77,2081,36,60,168,422,1319,2887,2663,865,134,55
404375,Le Transporteur 3,2008-11-26,417,378,53,573,604,842,1318,1500,1718,1409,784,280,74,82
473964,Spartacus,1960-10-06,720,3169,61,4268,19,27,52,139,473,1483,3271,2269,615,264
455572,Desperado,1995-08-25,639,1248,42,1435,46,89,180,435,1160,2413,2848,1137,220,99
11810775,Legend,2015-09-09,619,3098,149,1767,23,66,179,541,1239,2565,2614,1058,257,88
483158,La Belle et la Bête,1946-10-29,756,2838,77,3016,17,18,60,119,363,1058,2487,2592,1223,700
719994,Stalker,1979-05-13,819,12042,187,5688,45,53,87,137,308,499,1188,2123,2310,1887
11501057,Divergente 3 : Au-delà du mur,2016-03-09,432,1087,115,1175,417,721,1225,1684,1793,1389,868,316,125,107
404021,Parle avec elle,2002-03-15,736,3271,60,1980,33,41,81,136,355,1033,2591,2874,1142,366
425422,36 quai des Orfèvres,2004-11-24,643,1192,74,1144,64,100,196,430,1052,2091,2821,1442,355,104
418295,Les Nerfs à vif,1991-11-15,686,2938,77,3331,22,44,108,271,707,1736,3125,1935,578,135
379542,Ben-Hur,1959-11-18,738,2900,77,3219,21,27,69,168,492,1205,2728,2550,942,473
458779,Resident Evil : Extinction,2007-09-20,424,431,83,1204,634,993,1374,1594,1557,1286,790,311,68,70
465723,L'Inspecteur Harry,1971-12-22,724,2675,89,3251,13,29,60,144,420,1363,3422,2417,604,209
377616,Cloclo,2012-03-14,614,862,205,1300,94,165,316,591,1308,2283,2409,1192,249,77
436321,Le Talentueux Mr. Ripley,1999-12-12,669,2224,57,1858,24,48,100,305,796,2076,3156,1677,408,126
414468,Eh mec ! Elle est où ma caisse ?,2000-12-15,537,833,57,851,328,424,698,1006,1677,2006,1602,649,223,122
367361,Potiche,2010-11-10,567,891,157,1024,141,239,416,917,1732,2422,1947,745,137,42
446405,De l'eau pour les éléphants,2011-05-04,606,1427,136,836,68,169,282,642,1280,2249,2450,1167,331,102
8194746,Expendables 3,2014-08-15,462,863,201,1575,314,597,1140,1670,2085,1685,828,289,75,67
19996912,Bright,2017-12-22,518,1092,176,1139,155,355,739,1266,1989,2386,1334,387,83,57
460020,La Ruée vers l'or,1925-06-26,801,2760,43,2814,14,11,18,43,132,543,2053,3446,1707,808
11887283,Un homme idéal,2015-03-18,628,2117,153,1274,32,84,213,515,1110,2265,2767,1358,333,102
8147290,Kung Fu Panda 3,2016-01-28,626,1388,122,1649,32,84,201,434,1289,2659,2609,1093,253,135
365858,Cheval de guerre,2011-12-25,618,1939,237,2188,86,169,362,594,1147,2078,2340,1331,465,227
10899320,"Shaun le Mouton, le film",2015-04-01,697,2075,134,2125,37,44,82,216,600,1574,3397,2184,514,158
388533,Mean Streets,1973-10-14,716,3370,72,3868,12,24,66,159,505,1403,3277,2421,712,228
439478,Un après-midi de chien,1975-09-21,786,5038,96,4150,12,8,17,56,183,658,2304,3551,1613,412
494103,"High School Musical, premiers pas sur scène",2006-01-20,364,274,34,640,1387,1266,1366,1291,1305,973,682,272,97,179
8822730,Taken 3,2015-01-09,423,748,167,1044,517,803,1298,1614,1793,1533,793,319,86,65
8338706,Diversion,2015-02-27,541,930,115,911,107,212,506,1028,1903,2500,1729,634,156,53
423663,Hibernatus,1969-09-10,605,557,39,1162,56,94,275,605,1478,2752,2247,946,260,124
8123887,Independence Day : Resurgence,2016-06-23,423,1349,264,1648,570,924,1475,1663,1654,1357,810,268,71,59
36018786,La Ballade de Buster Scruggs,2018-11-16,670,2785,99,2620,12,32,95,285,828,2121,3423,1745,267,45
394643,Rambo II : La Mission,1985-05-22,545,638,84,1517,154,284,563,1066,2060,2435,1611,497,122,91
451049,La Traversée de Paris,1956-10-26,746,2319,62,2949,6,10,27,83,305,1036,3197,2978,911,331
10662201,San Andreas,2015-05-29,449,704,247,1437,357,754,1258,1782,1895,1572,838,275,79,76
477584,"Babe, le cochon dans la ville",1998-11-24,507,425,17,576,347,537,772,1295,1975,1945,1259,491,156,110
496671,Sexcrimes,1998-06-24,551,792,59,1085,158,343,657,1073,1799,2301,1712,633,145,67
401580,Mon oncle,1958-05-10,772,3303,65,2308,28,40,59,152,354,754,2048,2963,1683,810
402768,La Corde,1948-08-26,759,3503,99,4136,10,9,23,61,281,965,2716,3272,1218,363
406343,Girl Next Door,2004-04-09,527,497,41,783,244,368,691,1280,2100,2302,1358,426,110,56
491177,Bons Baisers de Russie,1963-10-11,683,1121,99,2868,19,33,73,179,739,2233,3673,1509,360,124
368865,Rock Academy,2003-10-03,609,770,63,998,82,137,282,630,1402,2615,2510,944,239,104
487189,Un jour,2011-08-17,616,2107,95,1274,61,142,265,596,1289,2237,2400,1307,448,200
494843,Le Gendarme et les Gendarmettes,1982-10-06,459,389,26,659,454,658,1038,1432,1867,1720,1113,466,105,104
362236,Eraserhead,1977-09-28,727,7994,128,4627,74,77,152,260,588,1137,2338,2438,1282,613
26421066,Vice,2019-02-13,709,6582,153,3122,21,23,63,166,457,1432,3234,2711,722,134
478711,Arthur et la Vengeance de Maltazard,2009-12-02,406,262,54,776,623,966,1364,1750,1762,1386,783,229,47,59
480392,Ali,2001-12-11,663,2221,46,2009,37,47,109,339,945,2283,3236,1523,351,105
11026448,Quelques minutes après minuit,2017-01-04,721,8606,196,3667,28,33,85,219,542,1456,2740,2554,951,367
374386,Le Magicien d'Oz,1939-08-12,709,2305,84,2934,33,45,100,216,595,1575,3055,2176,770,411
447498,Pi,1998-07-10,687,4985,101,2227,69,86,173,352,737,1552,2600,2195,918,306
15063218,Babysitting 2,2015-12-02,525,592,113,974,305,392,627,1077,1747,2270,1673,667,142,98
29704762,Hérédité,2018-06-13,690,3559,184,3135,84,85,185,397,784,1465,2669,2328,801,200
24890691,The Square,2017-08-25,668,6635,179,2350,73,109,216,417,780,1660,2705,2177,702,177
378059,Du sang et des larmes,2013-11-15,662,2292,192,2009,62,68,141,376,788,1949,2991,1841,578,229
13051113,The Greatest Showman,2018-01-24,621,3428,196,2225,98,146,352,628,1118,1813,2163,1561,699,456
467038,Le Magasin des suicides,2012-09-26,566,2522,206,916,124,259,524,1083,1619,2209,1916,891,296,118
397848,Les Marches du pouvoir,2011-10-07,629,3523,168,1540,26,56,164,481,1218,2992,2944,989,145,32
471226,Gazon maudit,1995-02-08,559,514,37,871,159,294,529,959,1904,2542,1836,608,149,71
389761,James et la Pêche géante,1996-04-12,660,1098,21,1139,43,55,165,348,939,2278,3053,1572,438,172
390776,The Human Centipede,2009-08-30,432,1141,216,1207,1029,990,1235,1440,1729,1387,807,307,89,62
409883,Destination finale 3,2006-02-09,481,357,71,774,320,588,998,1620,2210,1889,1001,327,77,48
479794,Scream 3,2000-02-04,483,465,68,1297,242,578,1064,1659,2270,1852,934,317,99,63
20000637,"Moi, Tonya",2018-02-21,712,5723,141,2649,10,13,30,108,389,1478,3844,2565,530,121
447850,C.R.A.Z.Y.,2005-05-27,726,2346,69,1567,35,50,97,144,426,1113,2789,2832,1221,391
439297,Sugar Man,2012-12-26,770,4596,141,1930,11,19,38,69,202,727,2326,3691,1586,435
427717,Le Grand Blond avec une chaussure noire,1972-12-06,657,1042,35,1292,31,53,134,312,939,2389,3327,1399,390,134
368802,Le Voyage d'Arlo,2015-11-25,616,1616,197,1767,44,110,273,620,1399,2566,2545,1147,304,112
378498,Spy Kids,2001-03-30,440,295,24,728,492,886,1365,1620,1926,1600,873,262,51,55
493885,La Nuit des morts-vivants,1968-10-01,741,3107,100,4100,34,34,78,161,453,1258,2948,2740,995,446
450567,Diamants sur canapé,1961-10-05,744,3096,105,3043,19,23,50,114,380,1092,2841,2935,1178,535
32119805,Climax,2018-09-19,673,5564,248,3622,147,183,269,475,751,1255,2071,2311,1292,420
425378,Blow Out,1981-07-24,760,4645,110,3854,5,14,34,138,314,1026,2785,3299,1166,394
408345,Predators,2010-07-07,467,687,220,1147,340,685,1162,1804,2042,1836,936,274,69,45
22706624,Wind River,2017-08-30,710,3679,180,2782,9,24,74,159,452,1589,3589,2657,530,111
470145,Savages,2012-09-26,580,1622,202,1434,123,245,468,898,1587,2523,2230,867,198,59
12713494,Nous trois ou rien,2015-10-22,719,3341,150,1601,30,35,89,162,451,1192,2902,2862,1114,366
422961,Upside Down,2012-00-00,547,1578,248,1128,157,309,653,1165,1831,2356,1769,698,180,86
470358,Carnets de voyage,2004-02-06,716,2697,47,1386,12,26,60,113,427,1411,3472,2571,865,249
373224,L'Antre de la folie,1995-02-03,749,5770,138,4432,22,40,79,175,441,1157,2658,2953,1268,424
7936957,La Belle et la Bête,2014-02-12,488,1114,267,1378,255,529,1022,1555,2132,1914,1184,439,111,86
387436,L'Armée des ombres,1969-09-12,816,7666,119,4890,15,13,24,63,155,531,1737,3323,2369,998
12867786,La Tête haute,2015-05-13,687,3158,136,1601,33,55,95,241,568,1534,3274,2507,764,159
415212,Les Femmes du 6e étage,2010-10-23,641,1127,145,749,37,74,138,320,1015,2713,3232,1360,274,81
464070,Somewhere,2010-09-03,568,3420,350,1285,204,375,613,1021,1521,2055,2060,1019,296,80
21561078,Phantom Thread,2018-02-14,721,9385,179,4087,25,37,114,267,623,1485,2723,2661,1011,304
444412,Amour,2012-10-24,705,5793,235,3317,102,124,202,355,649,1167,2243,2497,1417,510
490236,"Harry, un ami qui vous veut du bien",2000-08-15,667,1818,48,904,46,82,166,312,895,2153,3386,1754,388,88
416315,The Box,2009-10-29,543,1173,182,942,240,479,727,1268,1808,2239,1622,703,149,44
410076,Madagascar 3 : Bons Baisers d'Europe,2012-06-06,549,585,113,1198,143,289,598,1084,2032,2426,1754,691,185,100
443048,Christine,1983-12-09,696,2225,95,3698,17,31,70,241,702,1922,3649,1977,488,206
482850,Machete Kills,2013-09-11,558,2180,182,1676,172,308,602,1028,1701,2421,1910,842,213,115
11519275,Red Sparrow,2018-04-04,600,3049,164,1807,50,118,287,651,1481,2758,2653,982,251,84
413623,Babylon A.D.,2008-08-20,439,836,95,803,432,915,1407,1866,1902,1561,895,262,51,36
498126,Matilda,1997-04-09,640,824,45,1062,48,81,208,458,1132,2446,2842,1512,405,206
437816,Délivrance,1972-07-30,758,3486,117,2986,14,29,48,125,323,954,2863,3374,1247,362
13613660,La Loi du marché,2015-05-19,644,3540,219,1632,69,128,236,430,1020,2160,2992,1744,452,112
480992,George de la jungle,1997-07-16,458,309,20,535,497,811,1295,1554,1982,1728,969,347,100,67
478756,La Taupe,2011-09-16,638,3707,275,2426,76,157,283,629,1252,2178,2677,1562,422,117
449317,Twin Peaks : Fire Walk with Me,1992-06-03,746,5471,107,3817,40,44,109,220,442,1176,2374,2788,1458,710
381479,Ip Man : La Légende du Grand Maître,2008-12-12,741,1895,103,1779,17,15,37,129,406,1108,2883,3313,1101,353
449464,Les Lumières de la ville,1931-01-30,822,3889,70,3874,15,7,14,37,126,450,1798,3357,2274,1289
403365,Haute Voltige,1999-04-29,528,436,22,587,121,285,685,1266,2308,2596,1503,476,82,47
482354,7 Psychopathes,2012-10-12,628,2002,164,1595,51,113,282,574,1260,2459,2910,1357,305,76
444173,La Route d'Eldorado,2000-10-25,662,736,34,1491,19,46,132,361,963,2264,3073,1654,597,279
443556,Identity,2003-04-25,657,2699,97,2239,29,69,168,438,985,2342,3201,1643,417,101
390885,L'Arme fatale 4,1998-07-10,580,536,40,1586,95,183,436,863,1893,2673,2166,778,202,116
17513254,Comancheria,2016-08-12,713,3856,191,2987,12,17,47,149,480,1551,3955,2621,478,95
412885,Antichrist,2009-05-20,576,3914,177,2392,407,428,630,892,1248,1679,1887,1444,560,233
399460,Gothika,2003-11-21,503,863,48,765,285,500,938,1424,1997,2162,1416,537,107,43
388781,Dredd,2012-09-07,606,1579,274,1941,143,223,438,752,1356,2350,2697,1109,269,74
23860755,Pokémon Détective Pikachu,2019-05-08,592,2045,167,2365,79,130,275,651,1541,2937,2694,809,151,147
7938940,Lost River,2014-05-20,620,8244,263,2371,100,154,372,683,1262,2140,2596,1514,464,132
399448,Mais où est donc passée la 7ème compagnie...,1973-12-13,641,607,54,1201,98,127,221,411,1033,2197,3045,1581,496,242
11936500,N.W.A - Straight Outta Compton,2015-08-14,695,3442,104,1431,25,34,73,208,590,1652,3520,2520,681,149
474634,L'Avare,1980-03-05,616,685,18,819,55,118,272,524,1403,2812,2602,1190,309,181
384019,Le Placard,2001-01-17,534,587,50,847,162,358,659,1146,2189,2712,1586,515,106,40
18734112,Paterson,2016-11-12,702,6580,190,2801,45,72,153,325,748,1549,2794,2513,969,312
11195608,Pride,2014-09-12,738,3934,136,2504,23,30,41,128,343,1123,2902,3129,1319,443
22708344,Les Heures sombres,2018-01-03,696,7221,201,2914,15,20,68,172,525,1648,3689,2553,647,147
451323,Stand by Me,1986-08-08,752,5313,106,4198,14,10,31,93,272,1086,3055,3285,1211,433
494617,Le Territoire des loups,2012-01-26,631,1821,256,1773,61,175,324,678,1325,2403,2674,1342,391,119
454424,Ghost Rider : L'Esprit de vengeance,2012-02-15,345,491,153,786,1246,1739,1835,1644,1307,984,457,178,50,63
477871,La Part des anges,2012-06-27,727,2929,152,1602,7,19,39,102,299,1218,3637,3164,862,163
362581,Final Fantasy VII : Advent Children,2005-09-14,606,642,83,888,115,246,411,723,1353,2354,2377,1243,447,243
459468,Les Émotifs anonymes,2010-12-22,612,1274,197,1045,61,126,278,646,1406,2860,2770,1064,239,63
458009,"Basil, détective privé",1986-07-02,698,1049,56,2185,22,38,73,221,778,1945,3426,2108,658,249
416666,La Colline aux coquelicots,2011-07-04,688,3209,173,2017,19,32,82,235,619,1979,3418,2160,695,283
17415765,Merci Patron !,2016-02-24,744,4439,140,1805,51,51,62,114,343,851,2596,3262,1443,753
418949,Le crime était presque parfait,1954-05-18,788,3634,100,3824,11,6,5,28,134,610,2505,4118,1670,443
426808,"En cloque, mode d'emploi",2007-06-01,538,712,67,1236,258,460,748,1275,2100,2430,1577,519,128,37
485240,Le Nouveau Monde,2005-12-25,659,3782,141,3187,121,187,339,655,1168,1820,2175,1726,889,452
479478,Scary Movie 4,2006-04-12,431,350,56,699,581,907,1372,1784,1999,1602,895,280,53,61
430419,La Colère des Titans,2012-03-28,387,506,192,1009,760,1304,1818,1988,1696,1144,584,160,50,41
485673,Populaire,2012-11-28,601,1016,182,1014,63,135,271,685,1569,2966,2747,874,192,53
373437,Le Secret de Térabithia,2007-02-15,590,1030,72,1018,130,220,380,833,1563,2471,2292,1178,338,156
463737,Maps to the Stars,2014-05-21,632,4197,213,2641,66,118,327,721,1267,2378,2737,1507,367,83
388729,Munich,2005-12-23,686,3383,75,2464,33,38,139,301,810,2058,3430,2121,499,154
403512,Les Valeurs de la famille Addams,1993-11-19,674,1082,34,1601,24,43,111,314,916,2384,3339,1732,491,240
405872,Barton Fink,1991-08-21,757,5138,78,4454,18,20,71,136,417,1074,2623,3306,1483,462
400313,Shakespeare in Love,1998-12-11,607,1512,43,1715,94,203,352,652,1446,2612,2558,1161,379,155
427642,Jusqu'en enfer,2009-05-27,623,1686,153,1732,156,252,396,788,1247,2178,2716,1418,351,112
441132,Whatever Works,2009-06-19,662,1806,116,1308,62,80,181,445,966,2210,3110,1853,549,164
458834,The Descendants,2011-11-18,640,1895,191,1315,45,114,242,558,1321,2662,2997,1366,254,67
28804693,Le Daim,2019-06-19,683,5887,167,3614,38,57,122,259,690,1921,3697,2270,464,113
8391945,Dragons 3 : Le Monde caché,2019-02-06,701,3687,129,2805,18,25,65,184,577,1843,3413,2360,795,363
11033252,Samba,2014-10-15,565,1201,188,1078,112,186,382,877,2011,2976,2195,706,149,53
390138,27 Robes,2008-01-18,471,451,57,741,369,609,1002,1618,2179,2027,1195,445,122,83
497175,Vidocq,2001-09-19,381,736,76,845,1153,1502,1535,1722,1572,1162,678,238,64,45
439226,Auprès de moi toujours,2010-09-15,638,2810,214,1592,68,124,297,635,1284,2348,2658,1591,507,166
457065,Même pas mal ! (Dodgeball),2004-06-18,583,539,46,1197,137,262,486,939,1763,2741,2218,864,190,87
483305,Camille redouble,2012-09-12,606,1461,196,1367,120,191,369,705,1428,2536,2698,1275,305,66
402081,Paris,2008-02-20,603,1647,86,1273,102,157,327,658,1506,2567,2684,1274,311,113
435495,Buffet froid,1979-12-19,761,4548,110,3507,18,24,61,160,391,955,2530,3366,1614,590
25520329,Jusqu'à la garde,2018-02-07,743,6234,197,3544,35,32,73,148,356,995,2736,3666,1363,305
21328640,Alibi.com,2017-02-15,530,793,127,1410,323,404,668,1137,1817,2493,1850,699,211,111
419410,Ennemi d'État,1998-11-20,639,1079,47,1447,34,63,153,438,1334,2957,3133,1241,266,101
10771458,Mister Babadook,2014-01-17,611,2463,224,1859,99,178,459,803,1398,2347,2651,1335,350,106
464536,Un monstre à Paris,2011-10-12,625,1340,143,891,55,95,205,528,1290,2747,3060,1331,294,126
492847,Ladykillers,2004-03-26,599,1436,43,1392,81,165,358,776,1659,2728,2618,1054,238,69
454288,The Raid 2,2014-03-28,714,2639,276,3280,43,65,148,339,685,1526,2869,2620,1108,344
11785828,Wild,2014-12-05,657,3719,156,1819,24,59,144,365,960,2480,3336,1727,494,165
418765,Foxcatcher,2014-11-14,660,4154,235,2583,43,89,207,517,1114,2377,3084,1838,414,87
402656,La 25ème Heure,2002-12-19,742,5026,85,2201,18,34,48,150,406,1236,3136,3352,1075,338
423014,Lawrence d'Arabie,1962-12-10,787,6245,99,5672,17,23,62,112,323,877,2199,3327,1874,981
383206,Silence,2016-12-22,655,10038,255,4107,77,123,258,569,1140,2190,2754,1876,645,167
420758,Tomb Raider,2018-03-14,522,1886,239,2156,111,306,668,1445,2426,2823,1453,393,100,87
12214191,Tous en scène,2017-01-25,640,1641,109,1757,31,84,149,396,1064,2673,3282,1561,394,183
10902248,American Nightmare 2 : Anarchy,2014-06-18,547,747,158,1190,167,302,631,1107,2014,2732,1913,710,169,86
399722,Les Ailes de l'enfer,1997-06-05,567,776,89,1572,151,301,533,1025,1840,2791,2102,792,189,108
35478769,Midsommar,2019-07-31,721,6499,229,3944,52,77,173,299,662,1371,2777,2994,1139,292
452353,Cars 2,2011-06-24,505,603,141,1312,191,461,841,1566,2478,2373,1343,430,105,81
417070,Azur et Asmar,2006-10-25,718,1687,40,1400,27,31,67,154,451,1285,3122,2905,1267,571
387458,Rocky II : La Revanche,1979-06-15,658,748,54,1936,38,72,144,368,1085,2529,3315,1662,442,229
19558706,Hostiles,2018-03-14,715,6695,242,3657,27,38,76,227,597,1491,3327,2932,980,217
449792,Dr. Dolittle,1998-06-26,442,271,11,506,520,864,1363,1825,2157,1836,954,275,59,60
436461,Les Demoiselles de Rochefort,1967-03-08,699,2483,75,3221,84,115,182,356,764,1620,2476,2240,1181,903
376975,Jason Bourne : L'Héritage,2012-08-10,534,975,255,1204,115,298,655,1399,2378,2757,1696,483,99,53
403830,Souviens-toi... l'été dernier,1997-10-17,484,583,59,952,293,636,1079,1832,2456,2150,1055,299,75,62
19582058,Nerve,2016-07-27,560,1815,164,1286,114,252,517,983,1852,2831,2098,858,274,170
444659,Warrior,2011-09-09,732,3297,181,2409,18,36,65,203,493,1318,3224,3169,1144,296
396023,Bean,1997-07-03,556,428,46,644,213,362,606,978,1887,2617,2064,890,228,122
458137,Nuit et brouillard,1956-01-00,797,3837,64,2292,85,35,46,82,272,556,2020,3869,2014,992
552133,Summer Wars,2009-08-01,716,3930,169,2507,22,42,86,257,538,1568,3112,2784,1146,422
12973470,Kubo et l'Armure magique,2016-08-18,731,3995,180,2633,13,17,45,157,452,1406,3258,3221,1116,292
11075690,Pixels,2015-07-16,460,1440,218,1541,441,760,1285,1811,2129,1967,1060,371,75,79
10455927,Invincible,2014-12-25,644,2621,147,1441,38,82,206,458,1090,2464,3058,1785,593,208
415353,Very Bad Cops,2010-08-06,579,922,173,1621,189,327,522,961,1733,2640,2317,962,250,89
10881056,The Visit,2015-09-11,616,2226,260,2141,109,181,382,692,1319,2503,3083,1323,309,92
389494,"Spirit, l'étalon des plaines",2002-10-09,628,587,42,1500,65,140,262,596,1318,2184,2547,1625,745,514
449198,Man on the Moon,1999-12-22,756,4990,98,3243,18,27,74,165,387,1044,2722,3639,1479,460
493157,La Marche de l'empereur,2005-01-26,656,1142,59,862,54,101,183,397,1030,2459,3404,1736,450,202
472866,L'Amour extra large,2001-11-01,504,394,32,766,344,600,982,1577,2308,2435,1238,419,75,45
375196,Evil Dead 2,1987-03-13,739,2342,103,4315,60,74,133,280,513,1147,2781,3057,1375,605
454571,Hansel & Gretel : Witch Hunters,2013-01-17,480,754,241,1356,437,661,1102,1622,2081,2107,1340,485,117,74
19232825,Rock'n' Roll,2017-02-15,526,1745,170,1676,317,472,893,1370,2088,2541,1708,488,109,41
389495,Broken Flowers,2005-05-17,684,3316,71,1999,32,54,143,302,814,2088,3589,2313,578,143
371110,17 ans encore,2009-04-09,406,439,66,515,913,1185,1445,1928,2013,1477,756,219,63,61
365496,The Man from Earth,2007-11-13,725,4753,235,1940,62,71,145,251,568,1225,2693,2962,1538,547
481496,Lascars,2009-06-17,656,819,61,774,95,111,195,413,1002,2374,3435,1847,444,152
453465,The Tourist,2010-12-08,457,827,145,698,419,789,1185,1724,2161,1954,1204,489,108,53
458943,Rocky III : L'Œil du tigre,1982-05-28,625,727,57,1899,51,114,258,558,1466,2814,2845,1372,393,222
395771,Bliss,2010-01-06,651,2309,116,1217,43,69,170,441,1150,2756,3397,1548,398,124
